NEType,NEFdn,NEName,Bios Ver,Bios Ver Ex,Board Name,Board Type,CLEICode,Date Of Last Service,Date Of Manufacture,Subrack No.,Inventory Unit ID,Inventory Unit Type,Issue Number,BOM Code,LAN Ver,Logic Ver,MBUS Ver,Manufacturer Data,Model,Module No.,Port No.,Cabinet No.,Serial Number,Slot No.,Slot Pos,Software Version,Subslot No.,Unit Position,User Label,Vendor Name,Vendor Unit Family Type,Vendor Unit Type Number,Hardware Version
BSC6910UMTS,NE=4903,ATF02, , ,FModule,MTRS-1E31-01, , ,2018-07-12,0,1,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,1,0,MB18280801313,25,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=25,SlotPos=2,SubSlotNo=-1,PortNo=1", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=4903,ATF02, , ,FModule,D09181-1A, , ,2017-11-07,1,0,Hardware, , , , , ,10300Mb/s-256nm-Copper Pigtail, ,-1,0,0,000903,20,2, ,-1,"CabinetNo=0,SubrackNo=1,SlotNo=20,SlotPos=2,SubSlotNo=-1,PortNo=0", ,TIMEINTERCONNECT,FModule,0, 
BSC6910UMTS,NE=4903,ATF02, , ,FModule,D09181-1A, , ,2017-11-07,1,1,Hardware, , , , , ,10300Mb/s-256nm-Copper Pigtail, ,-1,1,0,001171,20,2, ,-1,"CabinetNo=0,SubrackNo=1,SlotNo=20,SlotPos=2,SubSlotNo=-1,PortNo=1", ,TIMEINTERCONNECT,FModule,0, 
BSC6910UMTS,NE=4903,ATF02, , ,FModule,D09181-1A, , ,2017-11-07,1,0,Hardware, , , , , ,10300Mb/s-256nm-Copper Pigtail, ,-1,0,0,001130,21,2, ,-1,"CabinetNo=0,SubrackNo=1,SlotNo=21,SlotPos=2,SubSlotNo=-1,PortNo=0", ,TIMEINTERCONNECT,FModule,0, 
BSC6910UMTS,NE=4903,ATF02, , ,FModule,D09181-1A, , ,2017-11-07,1,1,Hardware, , , , , ,10300Mb/s-256nm-Copper Pigtail, ,-1,1,0,001107,21,2, ,-1,"CabinetNo=0,SubrackNo=1,SlotNo=21,SlotPos=2,SubSlotNo=-1,PortNo=1", ,TIMEINTERCONNECT,FModule,0, 
BSC6910UMTS,NE=4903,ATF02,V100R020C00B328, ,EOMUb,WP11EOMUb, , ,2018-10-26,0,10,Hardware,00,03057627, ,1, ,"Finished Board Unit,PARC,WP11EOMUb,Evolved Operation and Maintenance Unit REV:b", ,-1,-1,0,210305762710JA000323,10,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=10,SlotPos=0, SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=4903,ATF02,V100R020C00B328, ,EOMUb,WP11EOMUb, , ,2018-10-26,0,12,Hardware,00,03057627, ,1, ,"Finished Board Unit,PARC,WP11EOMUb,Evolved Operation and Maintenance Unit REV:b", ,-1,-1,0,210305762710JA000322,12,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=12,SlotPos=0, SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EGPUa,WP11EGPUa, , ,2017-08-28,0,2,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610H8000395,2,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=2,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EGPUa,WP11EGPUa, , ,2017-08-28,0,3,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610H8000396,3,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=3,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EGPUa,WP11EGPUa, , ,2017-08-28,0,4,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610H8000391,4,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=4,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EGPUa,WP11EGPUa, , ,2017-08-28,0,5,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610H8000392,5,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=5,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EGPUa,WP11EGPUa, , ,2017-08-28,0,8,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610H8000393,8,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=8,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EGPUa,WP11EGPUa, , ,2017-08-28,0,9,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610H8000394,9,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=9,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,142,207,GCUb,WP11GCUb, , ,2017-08-28,0,14,Hardware,00,03054333, ,(U1)001(U82)001, ,PARC WP11GCUb General Clock Unit REV:b, ,-1,-1,0,210305433310H8000308,14,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=14,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,142,207,GCUb,WP11GCUb, , ,2017-08-28,0,15,Hardware,00,03054333, ,(U1)001(U82)001, ,PARC WP11GCUb General Clock Unit REV:b, ,-1,-1,0,210305433310H8000307,15,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=15,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,119,183,SCUc,WP11SCUc, , ,2017-08-28,0,20,Hardware,00,03056240, ,(U26)002(U1)007, ,PARC WP11SCUc GE Switching and Control Unit REV:c, ,-1,-1,0,210305624010H8000347,20,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=20,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,119,183,SCUc,WP11SCUc, , ,2017-08-28,0,21,Hardware,00,03056240, ,(U26)002(U1)007, ,PARC WP11SCUc GE Switching and Control Unit REV:c, ,-1,-1,0,210305624010H8000346,21,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=21,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EXOUa,WP11EXOUa, , ,2017-08-28,0,22,Hardware,00,03054298, ,(U4)003(U1012)003(U30)003(U31)004, ,PARC  WP11EXOUa Evolved 2-port 10GE Optical interface Unit REV:a, ,-1,-1,0,210305429810H8000165,22,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=22,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EXOUa,WP11EXOUa, , ,2017-08-28,0,23,Hardware,00,03054298, ,(U4)003(U1012)003(U30)003(U31)004, ,PARC  WP11EXOUa Evolved 2-port 10GE Optical interface Unit REV:a, ,-1,-1,0,210305429810H8000164,23,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=23,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EXOUa,WP11EXOUa, , ,2017-08-28,0,24,Hardware,00,03054298, ,(U4)003(U1012)003(U30)003(U31)004, ,PARC  WP11EXOUa Evolved 2-port 10GE Optical interface Unit REV:a, ,-1,-1,0,210305429810H8000167,24,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=24,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,152,225,EXOUa,WP11EXOUa, , ,2017-08-28,0,25,Hardware,00,03054298, ,(U4)003(U1012)003(U30)003(U31)004, ,PARC  WP11EXOUa Evolved 2-port 10GE Optical interface Unit REV:a, ,-1,-1,0,210305429810H8000166,25,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=25,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01, , ,PFCU,WP1E5PFNS, , ,2017-08-12,0,29,Hardware,00,02120662, , , ,"Fan Tray Assembly,PARCb,WP1E5PFNS,Base Station Controller 9 Fan Box", ,-1,-1,0,2102120662N0H8000200,29,0,2,-1,"CabinetNo=0,SubrackNo=0,SlotNo=29,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,FAN,0, 
BSC6910UMTS,NE=352,PTA01, , ,PFCU,WP1E5PFNS, , ,2017-08-08,0,31,Hardware,00,02120662, , , ,"Fan Tray Assembly,PARCb,WP1E5PFNS,Base Station Controller 9 Fan Box", ,-1,-1,0,2102120662N0H8000136,31,0,2,-1,"CabinetNo=0,SubrackNo=0,SlotNo=31,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,FAN,0, 
BSC6910UMTS,NE=352,PTA01, , ,MDMC,WP12PAMU, , ,2017-08-03,0,28,Hardware,00,03021JAH, , , ,"Manufactured Board,PARCb,WP12PAMU,Auto Power Monitor Unit", ,-1,-1,0,021JAH10H7000406,28,0,2,-1,"CabinetNo=0,SubrackNo=0,SlotNo=28,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,PMU,0, 
BSC6910UMTS,NE=352,PTA01, , ,PEM,WP1EPEMa, , ,2017-07-22,0,35,Hardware,00,02120757, , , ,"Power Distribution Box,PARCb,WP1EPEMa,Power Entry Module,REV:a,Power Entry Module for PARCb subrack,2 inputs,60A,-48VDC,2,2,4800W", ,-1,-1,0,2102120757P0H7000151,35,0, ,-1,-1, ,Huawei,PMU,0, 
BSC6910UMTS,NE=352,PTA01, , ,PEM,WP1EPEMa, , ,2017-08-14,0,36,Hardware,00,02120757, , , ,"Power Distribution Box,PARCb,WP1EPEMa,Power Entry Module,REV:a,Power Entry Module for PARCb subrack,2 inputs,60A,-48VDC,2,2,4800W", ,-1,-1,0,2102120757N0H8000055,36,0, ,-1,-1, ,Huawei,PMU,0, 
BSC6910UMTS,NE=352,PTA01, , ,FModule,MTRS-1E31-01, , ,2017-06-23,0,0,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,0,0,MB17251051319,22,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=22,SlotPos=2,SubSlotNo=-1,PortNo=0", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=352,PTA01, , ,FModule,MTRS-1E31-01, , ,2017-06-23,0,1,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,1,0,MB17251051334,22,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=22,SlotPos=2,SubSlotNo=-1,PortNo=1", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=352,PTA01, , ,FModule,MTRS-1E31-01, , ,2017-06-23,0,0,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,0,0,MB17251051342,23,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=23,SlotPos=2,SubSlotNo=-1,PortNo=0", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=352,PTA01, , ,FModule,MTRS-1E31-01, , ,2017-06-23,0,1,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,1,0,MB17251051315,23,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=23,SlotPos=2,SubSlotNo=-1,PortNo=1", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=352,PTA01, , ,FModule,MTRS-1E31-01, , ,2017-06-23,0,0,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,0,0,MB17251050068,24,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=24,SlotPos=2,SubSlotNo=-1,PortNo=0", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=352,PTA01, , ,FModule,MTRS-1E31-01, , ,2017-06-23,0,1,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,1,0,MB17251050070,24,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=24,SlotPos=2,SubSlotNo=-1,PortNo=1", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=352,PTA01, , ,FModule,MTRS-1E31-01, , ,2017-06-23,0,0,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,0,0,MB17251050092,25,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=25,SlotPos=2,SubSlotNo=-1,PortNo=0", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=352,PTA01, , ,FModule,MTRS-1E31-01, , ,2017-06-25,0,1,Hardware, , , , , ,10300Mb/s-1310nm-LC-10km(0.009mm), ,-1,1,0,MB17251051693,25,2, ,-1,"CabinetNo=0,SubrackNo=0,SlotNo=25,SlotPos=2,SubSlotNo=-1,PortNo=1", ,HG GENUINE,FModule,0, 
BSC6910UMTS,NE=352,PTA01,V100R015C00B340, ,ESAUa,WP11ESAUa, , ,2017-08-28,0,0,Hardware,00,03054295, ,6, ,PARC  WP11ESAUa Evolved Service Aware Unit REV:a, ,-1,-1,0,210305429510H8000040,0,0,SAU V100R021C10SPC810,-1,"CabinetNo=0,SubrackNo=0,SlotNo=0,SlotPos=0, SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,V100R015C00B340, ,EOMUa,WP11EOMUa, , ,2017-08-28,0,10,Hardware,00,03054294, ,6, ,PARC WP11EOMUa Evolved Operation and Maintenance Unit REV:a, ,-1,-1,0,210305429410H8000196,10,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=10,SlotPos=0, SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=352,PTA01,V100R015C00B340, ,EOMUa,WP11EOMUa, , ,2017-08-28,0,12,Hardware,00,03054294, ,6, ,PARC WP11EOMUa Evolved Operation and Maintenance Unit REV:a, ,-1,-1,0,210305429410H8000197,12,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=12,SlotPos=0, SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,0,3,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000983,3,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=3,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,0,4,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000982,4,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=4,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,0,5,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000981,5,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=5,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,0,6,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000980,6,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=6,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,0,7,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000979,7,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=7,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,0,8,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000978,8,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=8,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,0,9,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA001001,9,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=9,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,142,207,GCUb,WP11GCUb, , ,2016-10-13,0,14,Hardware,00,03054333, ,(U1)001(U82)001, ,PARC WP11GCUb General Clock Unit REV:b, ,-1,-1,0,210305433310GA000152,14,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=14,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,142,207,GCUb,WP11GCUb, , ,2016-10-13,0,15,Hardware,00,03054333, ,(U1)001(U82)001, ,PARC WP11GCUb General Clock Unit REV:b, ,-1,-1,0,210305433310GA000153,15,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=15,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,119,183,SCUc,WP11SCUc, , ,2016-10-12,0,20,Hardware,00,03056240, ,(U26)002(U1)007, ,PARC WP11SCUc GE Switching and Control Unit REV:c, ,-1,-1,0,210305624010GA000209,20,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=20,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,119,183,SCUc,WP11SCUc, , ,2016-10-12,0,21,Hardware,00,03056240, ,(U26)002(U1)007, ,PARC WP11SCUc GE Switching and Control Unit REV:c, ,-1,-1,0,210305624010GA000208,21,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=21,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EXOUa,WP11EXOUa, , ,2016-10-12,0,22,Hardware,00,03054298, ,(U4)003(U1012)003(U30)003(U31)004, ,PARC  WP11EXOUa Evolved 2-port 10GE Optical interface Unit REV:a, ,-1,-1,0,210305429810GA000116,22,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=22,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EXOUa,WP11EXOUa, , ,2016-10-12,0,23,Hardware,00,03054298, ,(U4)003(U1012)003(U30)003(U31)004, ,PARC  WP11EXOUa Evolved 2-port 10GE Optical interface Unit REV:a, ,-1,-1,0,210305429810GA000117,23,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=23,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EXOUa,WP11EXOUa, , ,2016-10-12,0,24,Hardware,00,03054298, ,(U4)003(U1012)003(U30)003(U31)004, ,PARC  WP11EXOUa Evolved 2-port 10GE Optical interface Unit REV:a, ,-1,-1,0,210305429810GA000115,24,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=24,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EXOUa,WP11EXOUa, , ,2016-10-12,0,25,Hardware,00,03054298, ,(U4)003(U1012)003(U30)003(U31)004, ,PARC  WP11EXOUa Evolved 2-port 10GE Optical interface Unit REV:a, ,-1,-1,0,210305429810GA000114,25,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=0,SlotNo=25,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04, , ,PFCU,WP1E5PFNS, , ,2016-09-25,0,29,Hardware,00,02120662, , , ,"Fan Tray Assembly,PARCb,WP1E5PFNS,Base Station Controller 9 Fan Box", ,-1,-1,0,2102120662N0G9000767,29,0,2,-1,"CabinetNo=0,SubrackNo=0,SlotNo=29,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,FAN,0, 
BSC6910UMTS,NE=355,STG04, , ,PFCU,WP1E5PFNS, , ,2016-09-20,0,31,Hardware,00,02120662, , , ,"Fan Tray Assembly,PARCb,WP1E5PFNS,Base Station Controller 9 Fan Box", ,-1,-1,0,2102120662N0G9000724,31,0,2,-1,"CabinetNo=0,SubrackNo=0,SlotNo=31,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,FAN,0, 
BSC6910UMTS,NE=355,STG04, , ,MDMC,WP12PAMU, , ,2016-09-19,0,28,Hardware,00,03021JAH, , , ,"Manufactured Board,PARCb,WP12PAMU,Auto Power Monitor Unit", ,-1,-1,0,021JAH10G9000376,28,0,2,-1,"CabinetNo=0,SubrackNo=0,SlotNo=28,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,PMU,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,1,0,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000998,0,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=0,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,1,1,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000999,1,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=1,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,1,2,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA001000,2,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=2,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,128,209,EGPUb,WP11EGPUb, , ,2018-02-05,1,3,Hardware,00,03056563, ,(U18)003(U1012)003(U32)001(U31)001, ,PARC WP11EGPUb Evolved General Processing Unit REV:b, ,-1,-1,0,210305656310J2000159,3,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=3,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,128,209,EGPUb,WP11EGPUb, , ,2018-02-05,1,4,Hardware,00,03056563, ,(U18)003(U1012)003(U32)001(U31)001, ,PARC WP11EGPUb Evolved General Processing Unit REV:b, ,-1,-1,0,210305656310J2000169,4,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=4,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,128,209,EGPUb,WP11EGPUb, , ,2018-02-05,1,5,Hardware,00,03056563, ,(U18)003(U1012)003(U32)001(U31)001, ,PARC WP11EGPUb Evolved General Processing Unit REV:b, ,-1,-1,0,210305656310J2000170,5,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=5,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,128,209,EGPUb,WP11EGPUb, , ,2018-02-05,1,6,Hardware,00,03056563, ,(U18)003(U1012)003(U32)001(U31)001, ,PARC WP11EGPUb Evolved General Processing Unit REV:b, ,-1,-1,0,210305656310J2000163,6,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=6,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,1,7,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000985,7,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=7,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,138,225,EGPUa,WP11EGPUa, , ,2016-10-12,1,8,Hardware,00,03054296, ,(U4)003(U1012)003(U30)004(U31)003, ,PARC WP11EGPUa Evolved General Processing Unit REV:a, ,-1,-1,0,210305429610GA000986,8,0,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=8,SlotPos=0,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
BSC6910UMTS,NE=355,STG04,119,183,SCUc,WP11SCUc, , ,2016-10-12,1,20,Hardware,00,03056240, ,(U26)002(U1)007, ,PARC WP11SCUc GE Switching and Control Unit REV:c, ,-1,-1,0,210305624010GA000211,20,1,V100R023C10SPC500,-1,"CabinetNo=0,SubrackNo=1,SlotNo=20,SlotPos=1,SubSlotNo=-1,PortNo=-1", ,Huawei,Board,0, 
